Name,OnlineTime,OfflineCost
RadixFLOSS,3.1415,0.5234064139101601
RadixPermNet,23.7573,1.2946035059974892
RadixSimplePermNet,178.2346,0.21949250442942603
StSFLOSS,238.2095,0.8020022702844313
StSPermNet,238.2876,0.8089400046077271
StSSimplePermNet,238.9504,0.7899646896152689
StSOPMCC,249.223,0.7709089395886081
SortNet,129.306,1.900097510680581
